SHALFORD-LITTLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL710273,Long,0.485039,Lat,51.917969,Elevation,262,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,2.7,1.42,2.87,1.35,1.43,2.3,2.34,2.27,2.17,3.11,1.24,2.49,1.54,2.4,1.21,3.42,1.72,1.81,2,1.38,,,,,,,,,,,,,,,,3.42,1.27,1.53,1.91,2.13,0.95,1.27,2.29,3.33,1.32,2.01,2.1,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.66,1.96,2.85,3.36,0.69,0.47,2.76,0.4,0.3,1.75,3,0.87,2.32,2.2,3.43,1.2,0.48,0.5,2.47,0.38,,,,,,,,,,,,,,,,1.41,1.29,3.29,4.24,0.52,1.29,1.8,1.65,0.59,2.23,3.03,0.1,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.69,3.77,1.33,3.68,1.5,0.9,2.45,1.23,0.76,1.73,1.66,0.71,1.06,0.06,1.96,2.12,0.05,1.42,0.22,1.38,,,,,,,,,,,,,,,,0.99,0.98,0.59,2.63,3.11,0.35,1.97,1.16,0.72,0.97,0.97,1.65,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,1.76,0.81,0.64,1.23,1.73,2.61,3.25,4.3,1.65,2.6,1.5,2.49,1.66,3.29,2.2,0.86,1.71,2.1,3.09,2.22,,,,,,,,,,,,,,,,1.95,1.38,1.83,2.8,1.15,2.47,0.22,0.23,1.26,0.21,1,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.1,1.33,2.1,2.23,1.12,1.77,0.42,0.88,1.06,0.81,1.31,5.22,2.34,1.4,0.9,1.6,1.34,2.25,3.54,4.59,,,,,,,,,,,,,,,,2.03,2.11,1.58,2.27,0.63,1.75,2.16,3.48,0.56,1.09,2.33,0.59,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,1.77,1.49,0.52,2.86,0.95,0.91,1.51,1.01,0.23,1.76,0.7,2.72,0.46,3.69,2.76,2.71,0.46,1.12,1.72,0.54,,,,,,,,,,,,,,,,2.1,0.85,1.66,1.09,1.21,2.62,3.33,2.69,1.9,2.05,4.62,1,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.79,2.05,3.68,1.07,2.67,4.5,2.43,3.9,0.27,3.08,1.52,3.19,2.93,2.74,2.58,1.97,1.85,2.95,3.62,2.8,,,,,,,,,,,,,,,,1.19,2.01,3.59,0.89,0.68,3.48,2.5,0.24,3.01,2.47,3.21,1.95,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,0.73,0.83,2.92,3.62,5.25,0.83,1.96,1.45,1.23,1.97,1.63,2.26,3.37,1.53,3.35,1.96,1.45,2.23,4.33,1.18,,,,,,,,,,,,,,,,3.92,1.33,1.59,3.03,3.59,1.93,2.85,1.3,4.46,2.43,4.31,0.56,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,0.95,1.11,1.87,1.44,1.23,3.61,1,2.59,2.12,2.34,1.86,2.76,2.61,0.8,5.03,0.77,0.8,3.94,1.72,1.49,,,,,,,,,,,,,,,,1.45,0.72,2.83,3.88,2.86,1.93,1.24,2,2.06,2.32,3.25,0.02,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.36,1.52,1.71,3.76,3.45,1.88,0.78,0.71,1.54,0.78,4.27,3.8,2.8,2.42,1.8,3.13,2.92,1.32,0.84,4.99,,,,,,,,,,,,,,,0.14,1.89,4.83,0.3,0.79,2.56,2.91,1.94,3.69,2.37,2.09,1.9,1.59,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
