PONTYPRIDD-MAESDERWEN-GRAIG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST068893,Long,-3.346871,Lat,51.59481,Elevation,425,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.28,2.07,3.27,10.1,6.45,2.83,2.62,8.73,8.39,1.02,9.41,3.64,4.2,1.85,6.09,2.56,6.46,10.54,3.61,5.14,4.81,1.64,6.62,9.09,8.24,8.21,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,1.12,6.02,3.01,4.08,7.39,1.68,2.66,3.32,6.81,1.44,4.68,2.67,2.93,1.05,8.5,8.04,4.51,2.79,7.58,8.75,7.08,1.37,4.29,4.91,2.99,0.15,6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,6.43,6.11,1.51,2.31,0.86,2.48,3.73,8.32,2.86,7.45,2.86,3.2,4.73,5.25,1.21,3.82,10.26,9.56,8.65,2.44,2.51,3.11,2.7,6.65,6.14,5.54,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,2.09,5.77,2.59,5.68,2.24,5.44,3.38,2.43,3.49,3.99,1.43,5.24,3.6,3.78,3.24,4.21,0.54,7.89,2.94,2.07,2.75,2.22,2.83,2.15,8.93,1.1,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.09,1.91,3.95,3.03,3.2,1.55,2.29,3.65,3.67,0.29,6.05,3.19,3.43,2.24,3.22,3,2.88,4.18,3.2,2.93,4.26,2.48,1.57,1.03,5.73,3.93,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.63,3.99,2.82,2.52,3.27,3.24,3.15,2.22,1.72,5.59,2.23,6.33,0.77,3.12,5.67,3.59,7.08,2.82,2.7,1.82,4.93,3.29,1.63,1.45,3.56,0.44,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,2.21,1.64,1.61,0.69,1.47,2.12,2.42,4.05,4.75,1.56,2.42,3.94,4.92,0.23,3.93,0.41,5.06,0.69,8,6.76,2.12,3.19,6.16,1.3,6.45,2.62,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,4.17,8.53,5.52,1.91,5.49,4.78,5.31,9.25,3.76,6.13,2.58,6.6,6.49,2.07,7.2,4.01,10.78,1.64,5.68,3.52,4.15,13.03,3.19,3.58,3.56,5.43,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,10.68,6.84,3.59,3.51,1.56,4.74,2.98,5.7,4.67,3.75,0.11,1.26,4.07,3.94,0.27,3.32,1.19,2.82,3.71,1.41,3.12,3.37,12.76,2.94,3.98,3.61,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,5.57,2.63,7.7,4.46,6.51,3.68,4.97,14.46,2.77,2.96,9.39,9.99,5.27,10.99,6.25,4.88,6.95,6.56,3.65,4.76,10.22,7.37,4.8,1.97,4.97,2.49,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
