LEWES-BEDFORD-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ4108409882,Long,0.003724,Lat,50.871229,Elevation,85,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,5.41,2.85,0.71,0.81,2.5,2.08,1.18,2.26,4.04,2.55,0.92,2.55,0.62,1.97,2.85,0.52,0.73,2.79,4.33,1.16,5.05,0.67,1.7,1.23,2.29,1.41,2.6,3.91,0.54,2.16,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.37,0.9,1.74,2.35,1.17,0.04,1.44,2.83,1.83,0.18,0.22,2.43,1.26,2.38,4.4,1.46,1.33,1.45,3.27,0.6,2.69,1.59,1.33,0.24,3.3,1.26,2.38,1,1.89,1.31,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.04,1.11,3.41,1.48,1.69,2.24,0.59,0.21,1.73,1.66,1.9,3.72,0.66,0.36,0.96,1.48,1.53,2.19,1.18,4.65,1.39,0.81,2.09,3.03,1.71,2.29,4.03,1.65,2.99,0.48,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.78,1.57,1.05,1.93,3.03,0.57,1.42,0.05,1.66,1.79,0.58,1.74,1.03,2.39,0.85,2.04,0.62,1.96,0.87,1.74,1.3,4.04,1.65,1.15,1.74,1.83,0,2.42,0.8,1.12,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,3.68,0.98,1.41,1.09,2.08,2.75,0.92,0.85,1.21,0.14,0.33,1.38,3.18,1.1,0.49,0.61,1.79,1.88,3.81,0.78,2.24,1.89,1.41,1.08,2.29,0.67,1.1,1.2,0.51,3.28,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,0.98,1.37,3.28,0.4,2.64,1.77,1.77,0.93,1.65,0.36,2.39,2.01,1.42,1.02,2.05,1.31,2.9,2.66,1.08,4.26,2.09,2.42,1.31,2.24,3.01,2.2,2.46,0.48,1.62,0.69,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,2.49,0.37,4.37,3.92,3.32,3.04,1.57,3.58,5.44,3.02,1.62,0.47,0.64,0.65,1.22,1.75,1.23,4.02,0.42,0.4,0.57,1.54,3.19,2.09,2.21,0.37,1.74,2.45,1.75,3.35,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.64,2.67,1.65,2.69,3.36,5.3,2.47,1.01,1.5,2.07,1.43,3.57,1.37,0.64,2.29,1.93,3.25,3.82,1.77,2.34,1.43,1.66,3.1,3.42,2.83,0.46,6.33,2.59,0.82,0.98,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,0.77,3.32,0.85,0.9,1.16,0.81,2.78,4.3,2.74,0.76,6.08,2.54,0.76,3.61,0.7,1.11,0.58,2.98,1.61,2.81,1.68,0.65,1.44,2.84,0.12,1.72,2.7,2.89,0.78,2.34,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.71,1.17,2.64,6.56,1.52,5.36,5.6,4.18,3.28,3.62,5.09,0.25,2.89,1.49,2.15,3.92,1.79,6.72,2.18,2.14,4.52,6.16,1.15,7.55,3.16,4.83,3.35,4.64,2.12,2.24,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
