WROXTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP416417,Long,-1.394485,Lat,52.072111,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.17,1.48,1.32,2.33,1.07,3.67,3.76,0.94,2.92,1.57,1.57,2.87,,2.71,2.12,2.93,1.85,2.74,1.19,3.43,2.78,3.56,1.85,3.72,1.45,2.25,1.8,1.8,0.75,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.79,1.07,0.59,2,2.34,4.4,0.97,1.74,3.87,3.77,1.44,1.32,,0.78,0.33,2.66,3.68,0.45,3.89,2.14,3.11,1.7,0.66,0.64,2.81,0.3,3.04,0.53,2.38,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.23,3.34,3.25,0.72,2.13,3.5,3.23,2.99,1.32,6.39,1.89,1.13,,2.88,1.28,2.32,1.61,1.34,0.83,0.49,2.58,2.12,0.04,1.54,0.1,1.77,2.44,2.03,0.49,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.51,3.9,2.44,1.6,1.16,0.09,3.84,0.42,0.97,1.33,1.43,3.2,,6.28,1.23,3.77,2.34,3.24,2.19,3.04,1.79,0.99,1.26,2.32,4.13,2.4,1.4,2.44,4.39,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,4.52,2.36,2.49,2.39,1.66,2.12,1.64,1.07,2.07,2.19,2.17,1.1,,2.26,1.81,0.81,1.62,6.94,2.82,2.28,0.86,0.91,2.02,2.37,3.24,5.6,1.27,0.76,2.22,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,4.44,2.01,6.92,2.81,1.82,4.38,0.81,2.65,0.8,2.27,1.83,0.85,,3.82,0.96,0.87,0.51,1.83,0.07,3.2,4.16,2.52,1.48,1.91,2.17,1.58,2.07,1.03,4.86,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.06,2.22,3.06,2.13,0.32,5.14,0.98,2.99,3.97,2.21,2.24,3.56,,3.48,0.39,5.2,2.29,2.34,4.51,2.45,2.45,2.3,1.64,4.05,2.51,1.89,1.06,1.29,0.73,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.18,3.04,2.53,3.06,1.68,8.02,0.49,1.6,1.94,2.95,4.97,1.5,,1.25,2.31,4.52,2.15,2.89,1.58,1.36,3.32,1.79,1.26,2.82,4.32,3.36,0.59,1.56,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.71,1.35,3.74,0.55,1.35,1.56,2.77,1.39,1.81,0.63,1.98,3.68,,2.15,1.31,2.93,2.85,2.62,4.12,1.23,5.75,0.76,0.44,3.12,3,3.22,1.48,2.26,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,6.15,1.14,3.32,2.35,2.35,2.91,3.72,1.83,2.41,3.38,3.19,1.15,,2.16,1.29,0.9,5.08,4.23,2.92,2.08,1.72,4.44,3.64,1.54,0.6,3.15,2.04,1.63,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
