"LEWISHAM CATFORD HILL (EXBURY ROAD) LONDON",,,,,,,,,,,,
Grid ref,TQ370730,Long,-0.030272,Lat,51.439436,,,,,,,
Station no,1815,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.17,1.61,,,,,,,,,,
February,5.96,0.90,,,,,,,,,,
March,2.37,2.35,,,,,,,,,,
April,2.58,1.19,,,,,,,,,,
May,2.01,1.72,,,,,,,,,,
June,1.18,1.34,,,,,,,,,,
July,1.82,0.64,,,,,,,,,,
August,2.91,2.68,,,,,,,,,,
September,2.95,2.62,,,,,,,,,,
October,1.04,2.57,,,,,,,,,,
November,4.18,3.57,,,,,,,,,,
December,1.92,,,,,,,,,,,
Total,31.09,,,,,,,,,,,
Calc annual,31.09,21.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
