"ABERYSTWYTH (PENGLAIS HILL)",,,,,,,,,,,,
Grid ref,SN592821,Long,-4.071819,Lat,52.418716,,,,,,,
Station no,4127/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,3.78,,,,,,,,
February,,,,3.06,,,,,,,,
March,,,,2.45,,,,,,,,
April,,,,1.40,,,,,,,,
May,,,,2.29,,,,,,,,
June,,,,4.57,,,,,,,,
July,,,,4.59,,,,,,,,
August,,,,3.68,,,,,,,,
September,,,,3.61,,,,,,,,
October,,,2.94,8.75,,,,,,,,
November,,,5.27,7.09,,,,,,,,
December,,,1.77,4.20,,,,,,,,
Total,,,,49.47,,,,,,,,
Calc annual,0.00,0.00,9.98,49.47,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
