"BEXHILL (THE GORSEWAY)",,,,,,,,,,,,
Grid ref,TQ714083,Long,0.433458,Lat,50.848829,,,,,,,
Station no,536/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.29,,,,,,,,,,,
February,5.89,,,,,,,,,,,
March,4.01,,,,,,,,,,,
April,2.10,,,,,,,,,,,
May,2.07,,,,,,,,,,,
June,0.95,,,,,,,,,,,
July,1.62,,,,,,,,,,,
August,5.37,,,,,,,,,,,
September,5.53,,,,,,,,,,,
October,2.66,,,,,,,,,,,
November,5.68,,,,,,,,,,,
December,2.98,,,,,,,,,,,
Total,43.15,,,,,,,,,,,
Calc annual,43.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
