"ABERGAVENNY (LARCHFIELD) (KENFY)",,,,,,,,,,,,
Grid ref,SO305143,Long,-3.009787,Lat,51.822981,,,,,,,
Station no,4028,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.34,3.67,0.64,4.07,3.41,,,,,,,
February,6.53,0.60,1.64,4.19,1.96,,,,,,,
March,4.55,2.06,1.55,4.77,3.12,,,,,,,
April,2.51,3.00,3.79,0.21,1.10,,,,,,,
May,3.40,4.34,2.88,3.06,6.29,,,,,,,
June,0.35,2.12,2.13,6.04,5.60,,,,,,,
July,0.95,1.36,3.84,1.26,0.12,,,,,,,
August,3.82,6.35,3.85,3.72,0.63,,,,,,,
September,4.58,3.28,4.83,3.18,1.28,,,,,,,
October,0.99,6.27,4.99,4.36,2.30,,,,,,,
November,9.87,3.87,3.25,12.90,6.13,,,,,,,
December,4.89,2.81,2.72,3.30,6.73,,,,,,,
Total,46.78,39.73,36.11,51.06,38.67,,,,,,,
Calc annual,46.78,39.73,36.11,51.06,38.67,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
