"BROOKLAND (POPLAR HALL)",,,,,,,,,,,,
Grid ref,TQ957257,Long,0.787574,Lat,50.997408,,,,,,,
Station no,250/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.63,2.99,,,,,,,,,,
February,5.11,1.30,,,,,,,,,,
March,3.21,2.80,,,,,,,,,,
April,1.46,0.98,,,,,,,,,,
May,1.41,1.49,,,,,,,,,,
June,0.88,0.72,,,,,,,,,,
July,1.95,0.55,,,,,,,,,,
August,4.83,4.46,,,,,,,,,,
September,4.42,4.08,,,,,,,,,,
October,2.27,2.91,,,,,,,,,,
November,4.32,3.34,,,,,,,,,,
December,2.26,3.24,,,,,,,,,,
Total,35.75,28.86,,,,,,,,,,
Calc annual,35.75,28.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
