"CRICKHOWELL (DAN-Y-PARK)",,,,,,,,,,,,
Grid ref,SO225168,Long,-3.126398,Lat,51.844400,,,,,,,
Station no,4194,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.56,4.56,,,,,,,,,,
February,7.05,0.81,,,,,,,,,,
March,4.67,2.83,,,,,,,,,,
April,3.53,4.04,,,,,,,,,,
May,3.80,6.50,,,,,,,,,,
June,0.76,2.85,,,,,,,,,,
July,1.03,1.58,,,,,,,,,,
August,4.11,,,,,,,,,,,
September,3.61,,,,,,,,,,,
October,1.60,,,,,,,,,,,
November,11.72,,,,,,,,,,,
December,5.28,,,,,,,,,,,
Total,52.72,,,,,,,,,,,
Calc annual,52.72,23.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
