"WEST MALVERN",,,,,,,,,,,,
Grid ref,SO764459,Long,-2.346027,Lat,52.110917,,,,,,,
Station no,2386,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.94,2.30,0.36,1.82,3.27,4.09,1.66,,,,,
February,3.58,0.49,2.02,2.24,1.96,0.55,2.77,,,,,
March,4.87,2.41,1.09,2.62,2.64,1.25,2.23,,,,,
April,2.60,2.37,2.58,0.43,1.03,1.96,0.00,,,,,
May,3.73,3.77,3.11,2.08,5.49,0.87,1.91,,,,,
June,0.76,2.19,2.25,4.27,5.45,1.56,1.73,,,,,
July,1.02,0.90,3.31,2.58,1.36,3.60,3.60,,,,,
August,4.20,5.14,3.97,3.97,1.09,3.37,,,,,,
September,2.89,1.28,2.50,1.45,1.47,5.52,,,,,,
October,1.06,5.10,2.33,2.89,1.36,1.20,,,,,,
November,-999.00,4.38,1.48,6.39,3.41,0.75,,,,,,
December,2.95,2.34,1.46,1.62,3.86,3.22,,,,,,
Total,38.27,32.67,26.46,32.36,32.39,27.94,,,,,,
Calc annual,30.60,32.67,26.46,32.36,32.39,27.94,13.90,0.00,0.00,0.00,,
Difference,7.67,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
