"TODMORDEN (FIELDEN HOSPITAL)",,,,,,,,,,,,
Grid ref,SD965244,Long,-2.054511,Lat,53.716002,,,,,,,
Station no,3239,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.14,6.16,1.52,4.43,3.08,7.17,4.59,5.64,4.21,5.76,,
February,5.16,1.61,2.44,5.17,3.22,1.49,4.71,8.82,0.45,3.33,,
March,6.28,2.90,2.80,3.60,2.45,1.93,4.17,2.72,2.46,1.76,,
April,3.03,4.29,4.25,0.62,2.05,3.62,0.43,1.68,3.66,2.88,,
May,3.57,2.12,3.03,3.77,4.27,1.88,1.84,5.42,2.48,2.21,,
June,1.64,3.54,3.06,3.11,3.35,3.42,2.19,4.94,2.43,1.50,,
July,3.89,2.06,4.90,4.87,1.17,7.06,5.27,4.66,3.22,6.13,,
August,6.18,5.93,5.62,7.63,1.10,9.82,6.28,5.03,0.71,5.25,,
September,3.21,4.13,3.32,6.79,3.01,4.71,6.16,5.36,0.35,2.82,,
October,1.66,6.74,2.67,9.24,3.06,3.32,5.65,4.20,4.26,5.39,,
November,10.91,2.74,5.27,8.01,3.06,2.09,3.02,1.54,5.05,8.82,,
December,9.21,4.98,2.02,8.47,6.13,5.73,6.01,5.84,9.82,5.09,,
Total,59.88,47.20,40.90,65.71,35.95,52.24,50.32,55.85,39.10,50.94,,
Calc annual,59.88,47.20,40.90,65.71,35.95,52.24,50.32,55.85,39.10,50.94,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,,
