"STRATHAVEN (KYPE RES)",,,,,,,,,,,,
Grid ref,NS735387,Long,-4.010552,Lat,55.625372,,,,,,,
Station no,5194,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.02,5.41,3.25,5.25,3.09,3.13,6.23,4.94,1.75,4.79,,
February,3.56,1.41,2.28,3.67,2.00,1.95,2.72,3.74,2.90,4.07,,
March,4.02,2.46,1.07,3.65,2.30,3.35,4.21,1.78,2.62,2.22,,
April,4.78,3.57,2.71,2.13,2.89,1.50,3.04,1.99,3.80,3.47,,
May,1.89,2.48,3.09,3.41,4.13,3.43,3.02,3.65,1.49,1.98,,
June,2.58,3.63,1.26,3.91,2.42,3.79,2.48,2.92,4.39,1.99,,
July,3.90,4.16,5.43,4.27,2.24,6.65,3.80,4.88,6.35,3.60,,
August,7.32,4.46,3.23,5.18,1.98,6.99,5.43,6.78,2.58,3.67,,
September,4.01,3.40,5.08,7.59,5.11,4.51,3.87,5.01,1.28,2.49,,
October,1.50,4.11,3.47,10.09,3.91,5.12,6.24,4.24,7.50,2.82,,
November,6.80,2.97,8.76,8.33,1.75,2.00,2.37,2.06,6.73,7.19,,
December,9.06,4.54,5.17,9.39,9.07,7.59,6.63,6.43,5.95,7.93,,
Total,54.44,42.60,44.80,66.87,40.89,50.01,50.04,48.42,47.34,46.22,,
Calc annual,54.44,42.60,44.80,66.87,40.89,50.01,50.04,48.42,47.34,46.22,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
