"LAMBETH, SOUTH WESTERN HOSPITAL",,,,,,,,,,,,
Grid ref,TQ305757,Long,-0.122742,Lat,51.465233,,,,,,,
Station no,3/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,1.34,,,,,,,,,,
February,5.39,0.65,,,,,,,,,,
March,2.29,2.00,,,,,,,,,,
April,2.32,0.61,,,,,,,,,,
May,2.01,1.41,,,,,,,,,,
June,1.07,1.31,,,,,,,,,,
July,1.58,0.18,,,,,,,,,,
August,2.57,2.29,,,,,,,,,,
September,2.96,3.43,,,,,,,,,,
October,0.62,2.29,,,,,,,,,,
November,4.04,3.72,,,,,,,,,,
December,,1.95,,,,,,,,,,
Total,,21.18,,,,,,,,,,
Calc annual,24.85,21.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
