"RAMSGILL (RAYGILL HOUSE)",,,,,,,,,,,,
Grid ref,SE110704,Long,-1.833166,Lat,54.129337,,,,,,,
Station no,3368,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.61,5.48,1.40,4.30,3.36,4.84,5.80,5.08,5.06,6.97,,
February,4.03,0.96,3.95,3.17,2.41,2.58,3.68,6.49,0.62,4.01,,
March,4.91,3.69,1.08,3.19,2.34,2.10,3.72,2.29,2.99,2.62,,
April,2.53,2.43,3.52,1.02,1.50,1.80,0.58,1.40,4.56,3.32,,
May,6.39,2.31,2.48,4.93,4.16,1.57,1.70,6.31,1.10,1.67,,
June,1.20,1.53,2.80,3.13,3.01,3.28,1.94,3.73,1.49,1.84,,
July,1.93,1.84,5.48,4.05,1.54,5.55,4.02,4.91,2.75,7.19,,
August,5.53,7.32,5.07,7.96,1.25,8.72,5.91,3.70,0.85,3.70,,
September,3.48,5.08,4.67,5.71,2.46,3.99,5.08,4.71,0.25,3.89,,
October,1.83,5.15,2.47,10.22,2.78,2.57,6.40,4.62,5.74,7.20,,
November,11.79,2.60,5.90,9.71,3.17,1.34,2.73,1.53,5.76,8.46,,
December,8.98,3.57,2.11,6.36,7.41,5.52,4.74,5.85,10.51,6.41,,
Total,58.21,41.96,40.93,63.75,35.39,43.86,46.30,50.62,41.68,57.28,,
Calc annual,58.21,41.96,40.93,63.75,35.39,43.86,46.30,50.62,41.68,57.28,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
