"KINGSTON (BLAKES SEA WALL)",,,,,,,,,,,,
Grid ref,ST379681,Long,-2.894232,Lat,51.408508,,,,,,,
Station no,2042/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.39,,,,,,,,,,,
February,4.47,,,,,,,,,,,
March,2.49,,,,,,,,,,,
April,4.00,,,,,,,,,,,
May,2.22,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,0.92,,,,,,,,,,,
November,5.96,,,,,,,,,,,
December,1.72,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,27.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
