"DERBY (THE ARBORETUM)",,,,,,,,,,,,
Grid ref,SK354353,Long,-1.475016,Lat,52.913964,,,,,,,
Station no,2661,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.03,2.02,1.02,1.03,,,,,,,,
February,2.47,0.61,1.70,1.87,,,,,,,,
March,3.92,2.47,1.36,2.09,,,,,,,,
April,1.59,1.24,2.51,0.29,,,,,,,,
May,2.63,2.52,1.99,2.29,,,,,,,,
June,1.37,2.30,3.05,2.77,,,,,,,,
July,0.79,2.23,3.25,2.20,,,,,,,,
August,4.24,1.81,2.07,3.99,,,,,,,,
September,1.35,1.49,1.38,3.01,,,,,,,,
October,0.67,2.73,1.93,3.09,,,,,,,,
November,5.70,1.48,1.63,,,,,,,,,
December,1.90,2.46,0.94,,,,,,,,,
Total,28.66,23.36,22.83,,,,,,,,,
Calc annual,28.66,23.36,22.83,22.63,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
