"ROTHESAY (DHU LOCH WATER WORKS)",,,,,,,,,,,,
Grid ref,NS071624,Long,-5.080375,Lat,55.816214,,,,,,,
Station no,5381/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.83,5.94,3.03,5.25,3.69,3.68,6.09,5.92,2.10,3.98,,
February,2.56,2.13,1.99,4.27,3.25,1.40,3.50,3.55,1.50,4.30,,
March,3.56,3.94,1.12,3.90,1.44,2.99,5.28,1.10,4.08,3.25,,
April,2.48,2.09,2.10,2.29,5.07,1.90,2.42,1.74,3.67,4.51,,
May,2.72,2.11,2.47,3.17,3.55,2.46,2.54,3.45,1.31,2.84,,
June,2.66,3.30,1.78,4.33,4.44,3.33,2.80,3.08,3.69,2.88,,
July,3.35,3.90,5.86,4.66,1.21,5.16,6.38,6.01,7.29,5.35,,
August,4.19,7.19,4.75,5.67,1.48,6.64,5.07,5.80,0.92,4.03,,
September,4.29,3.36,6.06,8.11,4.67,4.45,3.93,3.93,1.62,3.46,,
October,2.08,5.42,4.04,9.18,3.80,3.13,5.26,4.22,5.98,4.09,,
November,8.08,2.78,6.93,8.19,3.41,2.66,2.81,2.18,5.54,6.92,,
December,8.91,7.08,4.98,6.50,9.11,4.46,4.37,6.44,9.08,5.91,,
Total,50.71,49.24,45.11,65.52,45.12,42.26,50.45,47.42,46.78,51.52,,
Calc annual,50.71,49.24,45.11,65.52,45.12,42.26,50.45,47.42,46.78,51.52,,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
