"SOUTHAMPTON (SOUTH HILL RES.)",,,,,,,,,,,,
Grid ref,SU423159,Long,-1.399326,Lat,50.940997,,,,,,,
Station no,693/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.43,2.23,0.96,2.68,3.38,4.66,3.05,4.59,3.54,4.40,,
February,6.06,0.64,1.50,2.82,1.79,0.17,4.08,3.05,0.15,2.97,,
March,3.98,2.51,0.53,2.96,1.21,0.69,2.23,1.72,3.48,1.99,,
April,2.66,1.87,1.99,0.26,0.47,1.93,0.11,0.95,2.79,1.25,,
May,2.92,2.92,2.65,1.83,4.34,0.24,1.52,2.12,0.57,1.34,,
June,1.04,1.30,2.20,3.42,2.70,2.09,1.46,3.55,0.78,2.45,,
July,2.10,0.21,4.17,2.66,1.69,2.54,4.15,1.82,1.80,3.90,,
August,4.42,3.74,1.76,3.97,0.99,3.00,3.27,4.91,2.08,4.81,,
September,3.58,3.74,3.24,3.21,1.58,4.09,2.79,5.08,0.06,4.45,,
October,0.78,5.45,5.10,3.30,4.49,2.25,2.54,3.40,2.90,8.88,,
November,9.00,3.79,1.41,5.63,2.63,0.72,2.65,2.85,3.80,5.55,,
December,2.89,2.52,0.80,3.00,4.25,5.81,2.41,4.59,7.05,4.02,,
Total,42.86,30.92,26.31,35.74,29.52,28.19,30.26,38.63,29.00,46.01,,
Calc annual,42.86,30.92,26.31,35.74,29.52,28.19,30.26,38.63,29.00,46.01,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
