"WINTERBURN (BROWN HILL)",,,,,,,,,,,,
Grid ref,SD934618,Long,-2.102302,Lat,54.052116,,,,,,,
Station no,3311,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.22,3.34,1.13,3.52,2.24,3.60,4.54,4.50,3.85,5.33,,
February,2.82,1.15,1.70,4.30,1.69,1.40,3.60,,0.60,2.32,,
March,3.58,3.24,0.85,2.61,2.06,2.00,3.90,2.17,1.72,1.64,,
April,3.53,2.57,2.30,1.07,2.09,2.20,0.54,1.73,3.30,2.33,,
May,2.23,2.10,2.16,3.39,3.85,2.25,1.94,6.62,0.64,1.80,,
June,1.58,2.86,2.98,3.71,2.93,3.08,2.30,6.34,2.16,1.86,,
July,2.98,2.09,5.78,5.25,0.89,5.33,3.92,3.82,2.81,8.13,,
August,4.23,5.93,6.32,6.57,1.26,10.44,6.11,5.74,0.54,5.03,,
September,3.50,3.69,3.53,6.06,2.50,4.27,6.00,5.15,0.32,2.88,,
October,1.84,3.97,1.95,10.15,2.82,2.50,6.20,4.89,4.77,4.96,,
November,8.68,2.25,4.87,6.07,2.28,1.38,2.39,2.47,5.20,9.74,,
December,7.54,3.45,2.06,5.28,5.78,4.57,3.91,5.82,5.61,5.64,,
Total,46.73,36.64,35.63,57.98,30.39,43.02,45.35,,31.52,51.66,,
Calc annual,46.73,36.64,35.63,57.98,30.39,43.02,45.35,49.25,31.52,51.66,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,NaN,0.00,-0.00,,
