"HARROGATE W.W. (TEN ACRES RES.)",,,,,,,,,,,,
Grid ref,SE248535,Long,-1.623368,Lat,53.976973,,,,,,,
Station no,3351,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.97,3.13,0.72,2.33,1.98,3.71,2.00,2.00,3.28,6.33,,
February,3.18,0.60,1.53,2.69,1.94,2.02,2.34,3.65,0.24,2.32,,
March,3.69,1.92,0.89,2.31,2.07,1.34,2.38,1.87,1.48,2.56,,
April,1.40,1.70,2.60,0.51,1.16,2.65,0.41,1.05,3.86,1.71,,
May,5.77,2.06,1.65,4.52,3.04,0.95,1.23,3.85,0.88,0.84,,
June,1.07,2.11,1.78,2.04,2.12,3.10,2.23,3.67,1.73,1.18,,
July,2.34,1.31,3.23,1.64,1.11,4.88,2.98,3.80,2.08,5.32,,
August,5.71,3.72,4.44,7.05,1.90,6.70,5.58,2.04,1.07,2.65,,
September,2.71,3.91,2.94,2.92,1.59,3.93,3.87,3.81,0.16,3.99,,
October,1.04,3.43,2.36,4.75,2.35,1.50,3.22,2.36,2.71,5.78,,
November,7.69,1.99,3.15,5.66,2.23,1.05,2.11,0.98,4.59,5.53,,
December,4.08,2.19,1.54,3.83,5.23,2.26,2.90,4.28,5.93,3.75,,
Total,41.65,28.07,26.83,40.25,26.72,34.09,31.25,33.36,28.01,41.96,,
Calc annual,41.65,28.07,26.83,40.25,26.72,34.09,31.25,33.36,28.01,41.96,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
