"WHITFIELD HALL GARDENS",,,,,,,,,,,,
Grid ref,NY778564,Long,-2.347720,Lat,54.901825,,,,,,,
Station no,3559/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.35,,,,,,,,,,,
February,3.32,,,,,,,,,,,
March,4.93,,,,,,,,,,,
April,3.12,,,,,,,,,,,
May,3.33,,,,,,,,,,,
June,0.85,,,,,,,,,,,
July,2.63,,,,,,,,,,,
August,3.97,,,,,,,,,,,
September,1.97,,,,,,,,,,,
October,0.88,,,,,,,,,,,
November,9.61,,,,,,,,,,,
December,7.16,,,,,,,,,,,
Total,45.12,,,,,,,,,,,
Calc annual,45.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
