"BOLTON W.W. (CRANBERRY MOSS)CHECK GUAGE",,,,,,,,,,,,
Grid ref,SD709191,Long,-2.441901,Lat,53.667562,,,,,,,
Station no,2887/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.76,4.49,2.55,,,,,,,,,
February,4.11,2.03,1.46,,,,,,,,,
March,5.56,3.22,3.02,,,,,,,,,
April,3.10,4.41,4.24,,,,,,,,,
May,2.53,3.06,3.20,,,,,,,,,
June,1.60,4.90,3.00,,,,,,,,,
July,4.38,3.09,7.61,,,,,,,,,
August,5.64,6.33,5.71,,,,,,,,,
September,4.49,6.02,5.85,,,,,,,,,
October,1.10,6.16,2.42,,,,,,,,,
November,10.13,3.45,7.68,,,,,,,,,
December,12.28,5.40,2.62,,,,,,,,,
Total,60.68,52.56,49.36,,,,,,,,,
Calc annual,60.68,52.56,49.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
