"BROMSBERROW HEATH (P. STATION)",,,,,,,,,,,,
Grid ref,SO738332,Long,-2.383014,Lat,51.996621,,,,,,,
Station no,2137,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.49,2.21,0.77,1.65,3.74,3.90,1.47,2.02,4.23,5.14,,
February,4.04,0.46,1.48,2.41,1.70,0.42,2.49,4.44,0.07,2.81,,
March,4.05,2.21,1.22,3.12,2.07,0.81,2.06,1.47,3.01,2.00,,
April,2.73,2.08,2.44,0.23,0.93,2.29,0.04,0.58,2.57,1.37,,
May,4.04,3.31,2.31,2.30,4.15,0.41,1.39,2.08,0.95,1.68,,
June,1.16,2.36,2.05,4.81,4.41,2.19,0.88,4.04,1.02,2.23,,
July,1.00,0.55,3.12,1.85,2.18,3.58,2.77,2.83,1.66,2.97,,
August,3.90,5.14,3.80,3.25,1.06,2.84,4.61,1.66,1.04,3.25,,
September,2.44,1.33,2.64,2.18,1.18,3.22,3.68,6.93,0.12,3.88,,
October,1.06,4.26,2.06,3.30,1.22,1.34,1.18,2.48,2.28,6.76,,
November,6.81,3.76,1.11,6.82,3.83,0.87,2.38,2.99,5.09,4.58,,
December,2.59,2.07,1.32,1.80,2.89,2.91,3.00,3.74,6.23,2.61,,
Total,36.31,29.74,24.32,33.72,29.36,24.78,25.95,35.26,28.27,39.28,,
Calc annual,36.31,29.74,24.32,33.72,29.36,24.78,25.95,35.26,28.27,39.28,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
