"EGLOSKERRY (TREGEARE)",,,,,,,,,,,,
Grid ref,SX243864,Long,-4.486762,Lat,50.650718,,,,,,,
Station no,1949,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.55,4.80,1.50,3.08,7.15,6.06,4.98,6.45,,,,
February,5.60,1.99,2.15,5.35,4.34,0.39,5.40,6.25,,,,
March,5.30,4.55,1.45,4.24,1.62,2.55,5.48,2.15,,,,
April,6.00,3.75,3.90,1.17,1.61,0.98,0.42,1.30,,,,
May,,3.15,4.10,4.60,3.98,1.12,2.85,3.95,,,,
June,0.85,1.75,2.70,4.10,3.10,2.58,4.17,5.90,,,,
July,1.35,1.39,4.83,4.75,0.07,4.34,5.20,3.70,,,,
August,5.20,7.40,2.98,5.10,0.49,5.77,3.95,8.55,,,,
September,,5.60,4.51,5.55,2.15,5.88,5.40,8.21,,,,
October,2.10,6.92,3.42,4.75,2.65,2.48,5.31,4.43,,,,
November,8.50,5.56,3.88,9.37,5.20,2.42,2.85,3.85,,,,
December,6.90,4.40,2.08,4.43,9.44,7.51,4.20,7.45,,,,
Total,,51.26,37.50,56.49,41.80,42.08,50.21,62.19,,,,
Calc annual,48.35,51.26,37.50,56.49,41.80,42.08,50.21,62.19,0.00,0.00,,
Difference,NaN,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,NaN,NaN,,
