"KENDAL (BIRCH MILL) (LATER KNOWN AS CROOK)",,,,,,,,,,,,
Grid ref,SD462948,Long,-2.829118,Lat,54.345892,,,,,,,
Station no,3718/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,8.51,,
February,,,,,,,,,,5.12,,
March,,,,,,,,,,1.74,,
April,,,,,,,,,,4.09,,
May,,,,,,,,,,2.37,,
June,,,,,,,,,,3.23,,
July,,,,,,,,,,7.08,,
August,,,,,,,,,,3.74,,
September,,,,,,,,,,4.83,,
October,,,,,,,,,,3.16,,
November,,,,,,,,,,11.23,,
December,,,,,,,,,,7.12,,
Total,,,,,,,,,,62.22,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.22,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
