"LINDFIELD (BACKWOODS LANE)",,,,,,,,,,,,
Grid ref,TQ343249,Long,-0.087101,Lat,51.007815,,,,,,,
Station no,512/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.46,,,,,,,,,,,
February,7.21,,,,,,,,,,,
March,2.85,,,,,,,,,,,
April,3.19,,,,,,,,,,,
May,2.19,,,,,,,,,,,
June,2.44,,,,,,,,,,,
July,2.68,,,,,,,,,,,
August,6.13,,,,,,,,,,,
September,3.62,,,,,,,,,,,
October,1.66,,,,,,,,,,,
November,6.28,,,,,,,,,,,
December,3.45,,,,,,,,,,,
Total,45.16,,,,,,,,,,,
Calc annual,45.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
