"CANNICH (COIRE BHIG)",,,,,,,,,,,,
Grid ref,NH173323,Long,-5.037765,Lat,57.344473,,,,,,,
Station no,5767/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,10.25,,,,,,,,,,,
February,3.55,,,,,,,,,,,
March,4.00,,,,,,,,,,,
April,7.00,,,,,,,,,,,
May,1.60,,,,,,,,,,,
June,2.90,,,,,,,,,,,
July,6.05,,,,,,,,,,,
August,5.75,,,,,,,,,,,
September,6.00,,,,,,,,,,,
October,4.40,,,,,,,,,,,
November,9.00,,,,,,,,,,,
December,12.00,,,,,,,,,,,
Total,72.50,,,,,,,,,,,
Calc annual,72.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
