"GORTON RESERVOIR",,,,,,,,,,,,
Grid ref,SJ900961,Long,-2.152082,Lat,53.461550,,,,,,,
Station no,2934/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.74,4.02,1.73,4.02,2.29,5.04,2.40,,,,,
February,2.52,1.24,1.99,2.55,1.56,1.22,2.21,,,,,
March,4.69,2.67,2.43,2.58,2.13,1.41,2.90,,,,,
April,2.71,3.72,2.29,0.89,2.37,2.82,0.38,,,,,
May,1.65,1.79,1.88,3.16,3.40,1.03,1.37,,,,,
June,1.41,2.62,2.99,3.44,2.94,2.23,2.36,,,,,
July,3.52,3.36,5.06,6.54,1.69,5.61,4.17,,,,,
August,5.13,2.95,4.02,5.46,0.96,10.49,4.57,,,,,
September,2.95,3.39,2.45,4.67,2.38,2.54,6.36,,,,,
October,1.18,3.51,1.97,6.74,2.06,2.32,4.02,,,,,
November,6.86,2.47,3.33,5.53,1.81,1.52,1.79,,,,,
December,5.85,3.80,1.47,5.13,4.27,3.45,3.86,,,,,
Total,42.21,35.54,31.61,50.71,27.86,39.68,36.39,,,,,
Calc annual,42.21,35.54,31.61,50.71,27.86,39.68,36.39,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,,
