"RAMSGILL (HOLME HO. SOUTHWAITE)",,,,,,,,,,,,
Grid ref,SE128699,Long,-1.805642,Lat,54.124802,,,,,,,
Station no,3367,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.51,4.13,0.99,3.92,2.69,4.02,3.99,3.82,4.03,6.48,,
February,3.83,0.74,3.52,3.19,2.68,2.48,3.52,5.62,0.24,2.95,,
March,4.29,2.76,0.86,3.06,2.67,1.43,2.52,2.17,2.05,2.69,,
April,2.33,1.52,3.28,0.63,0.93,2.01,0.46,1.31,4.28,2.26,,
May,6.64,1.93,2.21,4.83,3.25,0.98,0.94,5.41,0.95,1.45,,
June,1.25,1.38,2.52,2.31,2.49,2.52,2.61,3.50,1.01,1.28,,
July,1.57,1.99,4.67,2.59,1.12,4.82,3.34,4.88,1.93,5.55,,
August,4.87,7.81,4.31,7.61,1.42,8.31,5.44,3.21,0.59,3.64,,
September,2.27,5.19,3.21,3.85,1.53,4.18,4.09,3.51,0.16,3.41,,
October,1.84,4.73,2.19,6.93,2.29,1.99,4.72,2.86,3.93,7.11,,
November,10.26,2.17,4.06,8.14,2.74,0.79,2.87,1.11,4.92,8.09,,
December,8.11,3.22,1.55,4.72,5.24,4.26,4.18,6.14,7.77,5.54,,
Total,50.77,37.57,33.37,51.78,29.05,37.79,38.68,43.54,31.86,50.45,,
Calc annual,50.77,37.57,33.37,51.78,29.05,37.79,38.68,43.54,31.86,50.45,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
