"EAST FORTUNE HOSPITAL",,,,,,,,,,,,
Grid ref,NT553793,Long,-2.718365,Lat,56.004546,,,,,,,
Station no,5105,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.84,1.11,0.64,2.24,1.70,1.91,1.90,0.81,0.73,3.12,,
February,2.19,0.57,0.71,1.24,1.63,2.25,2.62,-999.00,0.27,1.51,,
March,2.87,1.24,0.24,0.86,1.18,0.85,1.81,2.09,0.33,0.96,,
April,2.50,1.63,2.13,1.13,0.62,0.65,1.11,2.29,1.63,0.51,,
May,3.36,2.04,2.15,4.23,1.76,0.64,1.05,1.98,0.42,0.93,,
June,1.87,2.33,1.22,2.13,0.82,2.19,0.93,3.18,1.96,0.65,,
July,3.20,1.65,3.51,2.17,1.92,3.77,3.79,4.77,1.80,2.42,,
August,4.08,2.51,1.90,4.80,0.55,6.53,5.53,2.72,0.29,3.49,,
September,0.45,2.07,2.47,2.43,1.07,3.13,1.46,2.24,0.54,1.70,,
October,0.27,1.09,1.01,5.13,1.12,1.28,1.22,0.73,1.35,4.01,,
November,3.86,2.61,2.19,1.83,0.90,0.64,1.39,0.95,3.92,2.15,,
December,1.15,2.24,2.30,1.59,3.89,1.79,1.94,3.45,2.90,2.08,,
Total,28.64,21.09,20.47,29.78,17.16,25.63,24.75,26.78,16.14,23.53,,
Calc annual,28.64,21.09,20.47,29.78,17.16,25.63,24.75,25.21,16.14,23.53,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,1.57,0.00,0.00,,
