"GREENOCK WW",,,,,,,,,,,,
Grid ref,NS240732,Long,-4.818038,Lat,55.919590,,,,,,,
Station no,5314,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.00,8.00,4.80,8.90,5.20,4.60,10.00,8.20,2.40,5.30,,
February,4.60,3.20,4.30,7.50,4.50,2.10,4.60,4.90,3.50,6.50,,
March,5.60,5.60,2.10,5.70,2.70,4.30,7.60,2.40,4.70,3.70,,
April,4.20,3.20,3.00,4.20,5.20,2.20,3.80,2.80,5.70,7.90,,
May,2.30,2.10,3.50,4.90,5.30,4.20,2.60,5.40,1.60,3.40,,
June,2.70,5.00,1.90,5.70,4.00,3.80,3.20,4.30,4.30,4.00,,
July,4.80,3.60,8.00,4.40,1.80,5.80,6.50,6.70,8.90,7.00,,
August,5.50,5.80,6.70,5.70,1.60,6.10,5.80,6.10,2.40,3.50,,
September,5.90,4.90,8.80,9.70,6.80,5.40,4.60,5.80,2.30,4.60,,
October,2.20,7.40,6.30,12.20,6.60,4.40,7.40,6.20,7.80,5.00,,
November,9.90,2.50,11.50,10.40,3.90,3.50,3.10,3.20,8.50,9.80,,
December,12.40,7.80,7.50,9.80,10.20,10.30,8.30,7.70,11.70,8.70,,
Total,67.10,59.10,68.40,89.10,57.80,56.70,67.50,63.70,63.80,69.40,,
Calc annual,67.10,59.10,68.40,89.10,57.80,56.70,67.50,63.70,63.80,69.40,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
