WHORLTON,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3507,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,4.05,2.94,2.45,2.95,0.82,,,,,
February,,,2.11,0.83,1.71,0.87,2.11,,,,,
March,,,3.12,2.28,1.46,0.70,,,,,,
April,,,2.82,0.51,1.64,0.93,,,,,,
May,,,1.00,1.97,2.18,1.31,,,,,,
June,,,3.38,1.16,2.45,1.52,,,,,,
July,,,4.58,2.08,1.05,4.29,,,,,,
August,,,4.20,2.00,3.25,2.41,,,,,,
September,,,2.28,1.39,1.84,3.50,,,,,,
October,,,4.66,2.43,2.96,4.52,,,,,,
November,,,4.63,2.25,2.64,4.21,,,,,,
December,,,4.86,0.37,3.75,3.23,,,,,,
Total,,,41.69,20.21,27.38,30.44,,,,,,
Calc annual,0.00,0.00,41.69,20.21,27.38,30.44,2.93,0.00,0.00,0.00,,
Difference,NaN,NaN,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
