BROXBOURNE-STAFFORD-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL372073,Long,-0.013997,Lat,51.747605,Elevation,118,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,2.06,0.85,4.65,1.77,0.54,0.35,1.54,1.34,2.24,2.36,1.97,3.79,2.18,0.94,0.84,2.44,2.07,0.73,1.58,2.78,1.73,0.6,1.9,0.62,2.49,3.21,0.65,0.7,2.31,3.11,1.54,4.38,1.01,1.5,0.74,1.85,1.6,3.77,3.27,0.88,3.01,1.4,1.2,2.82,3.39,2.48,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,0.5,2.01,1.67,1.57,3.26,2.18,3.48,1.21,3.49,1.48,3.36,0.45,0.73,0.96,2.36,0.93,0.06,1.77,2.85,1.73,0.19,0.39,2.24,0.92,1.74,4.03,1.19,1.25,1.16,2.99,1.42,2.27,1.42,1.61,0.62,3.11,1.59,1.82,0.8,2.94,2.87,3.54,0.71,0.93,2.84,0.43,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.65,2.85,2.64,1.14,1.28,0.97,2.03,1.32,1.15,1.86,1.21,1.63,1.71,3.3,1.88,1.6,1.96,1.35,0.39,1.03,1.55,3.78,3.39,1.18,0.65,0.64,2.15,1.42,3.14,1.67,3.59,1.6,1.23,3.18,3.06,0.92,2.45,3.04,2.03,4.37,0.91,4.06,1.55,0.78,2.79,1.64,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.21,2.25,2.34,2.67,3.56,2.17,1.18,2.78,1.67,1.2,2.68,1.39,0.95,2.18,2.25,0.94,0.81,0.8,0.11,1.82,1.34,0.63,1.42,1.38,2.55,0.94,1.82,0.81,1.32,1.09,1.97,0.6,3.17,3.53,1.96,1.58,1.27,0.18,2.38,0.74,0.94,1.14,1.84,3.73,3.17,3.98,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.77,0.74,2.86,3.92,2.81,,1.18,1.29,1.21,0.53,3.58,5.02,2.55,1.14,3.82,1.52,3.16,1.56,0.99,1.8,0.33,0.23,1.18,2.22,1.47,1.06,1.3,2.8,3.07,2.11,1.9,1.17,1.98,1.99,1.25,2.56,3.29,1.21,1.48,1.64,3.05,1.93,2.7,2.19,0.38,0.99,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,2.73,1.37,0.83,3.18,4.45,2.7,1.83,2.18,2.47,2.16,2.21,0.5,0.74,2.39,2.16,2.37,1.62,3.15,0.51,2.11,0.46,2.38,2.35,1.58,2.2,2.16,0.66,2.73,6.84,1.39,3.93,3.38,1.72,1.13,4.35,2.38,2.67,3.4,0.94,1.34,1.45,1.94,1.16,0.91,1.46,1.46,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.81,2.87,0.53,3.59,7.23,1.8,1.46,2.89,2.47,0.35,2.12,1.22,3.97,3.78,4.47,2.73,2.03,2.4,3.3,3.93,0.67,0.43,1.13,1.44,1.13,1.58,1.26,5.32,3.51,1.78,1.56,1.88,3.15,3.41,2.04,0.6,1.51,2.74,1.76,4.43,1.49,3.62,3.3,2.27,3.9,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.03,4,5.64,4.23,0.74,4.84,1.57,0.74,1.07,2.67,0.99,1.9,4.26,2.32,2.63,4.07,3.22,2.75,2.76,2.84,3.37,3.27,1.65,0.54,2.3,1.98,3.99,4.54,2.3,3.13,0.69,1.92,3.57,2.41,2.78,0.51,6.09,1.71,1.23,3.71,4.76,4.45,1.41,2.29,1.4,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,4.57,1,0.93,4.61,3.28,1.73,2.41,3.56,1.62,3.67,1.32,2.91,1.05,2.72,0.62,1.05,2.44,0.79,1.13,0.95,6.24,2.92,0.26,2.27,0.91,1.43,1.12,3.48,1.42,2.03,1.62,1.04,1.66,2.69,0.67,1.73,2.79,1.14,1.04,1.8,1.5,1.85,5.9,1.51,2.63,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,3.95,1.3,1.62,1.6,1,4.33,2.47,4.23,2.19,1.12,4.42,2.79,1.51,1.22,3.77,1.45,4.97,4.09,3.42,3.73,2.18,3.37,0.6,3.45,1.97,2.06,2.13,1.29,6.9,1.67,1.71,4.32,2.93,1.8,4.7,1.82,4.32,2.69,4.15,1.44,1.53,3,3.83,1.29,0.62,1.23,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
