FULHAM ACFOLD ROAD,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR7745,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.08,1.73,2.20,1.32,,,,,,,,
February,0.49,0.22,1.95,2.95,,,,,,,,
March,1.17,1.01,1.55,2.03,,,,,,,,
April,2.37,1.10,2.74,1.21,,,,,,,,
May,1.36,0.93,0.92,2.02,,,,,,,,
June,1.99,0.21,1.32,0.31,,,,,,,,
July,3.80,0.10,3.80,3.66,,,,,,,,
August,1.81,1.49,2.08,1.35,,,,,,,,
September,3.07,2.12,1.59,1.03,,,,,,,,
October,0.95,0.72,0.78,4.05,,,,,,,,
November,1.18,1.89,1.38,1.41,,,,,,,,
December,1.83,1.03,3.18,2.02,,,,,,,,
Total,22.10,12.55,23.49,23.36,,,,,,,,
Calc annual,22.10,12.55,23.49,23.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
