"STYE HEAD TARN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3624,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,9.17,,,
April,,,,,,,,,3.22,3.40,,
May,,,,,,,-999.00,7.56,3.10,6.00,,
June,,,,,,,6.26,7.12,9.40,3.49,,
July,,,,,,,17.76,3.66,13.18,14.50,,
August,,,,,,,11.03,10.22,12.31,10.20,,
September,,,,,,,4.22,10.92,7.51,4.87,,
October,,,,,,,15.35,17.50,14.85,15.23,,
November,,,,,,,7.32,20.00,11.34,,,
December,,,,,,,7.13,13.77,13.33,,,
Total,,,,,,,,108.82,124.95,97.21,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,69.07,90.75,97.41,57.69,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.07,27.54,39.52,,
