"STONYHURST COLLEGE, LANCASHIRE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2978,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,,,,,,,,1.80,7.02,,
February,,,,,,,,,8.88,3.75,,
March,,,,,,,,,3.50,1.17,,
April,,,,,,,,,2.19,1.36,,
May,,,,,,,,,1.71,1.90,,
June,,,,,,,,,7.12,2.25,,
July,,,,,,,,,4.04,7.12,,
August,,,,,,,,,6.65,6.39,,
September,,,,,,,,,3.44,4.26,,
October,,,,,,,,,4.93,4.30,,
November,,,,,,,,,4.56,5.47,,
December,,,,,,,,,3.85,3.14,,
Total,,,,,,,,,52.67,48.13,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.67,48.13,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
