CARDIFF-CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST180766,Long,-3.18226,Lat,51.482387,Elevation,38,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.08,5.81,1.92,5,1.03,1.35,3.09,5.75,5.78,3.37,5.02,2.98,1.63,1.54,5.27,3.48,1.78,2.16,3.12,4,0.97,2.08,1.42,6.14,6.07,2.26,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,5.75,3.55,3.27,5.61,3.73,4.86,2.45,3.64,4.11,3.68,1.11,1.35,0.6,1.9,0.53,0.03,2.17,5.94,3.53,0.21,0.84,4.06,1.83,4.26,6.74,0.93,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.5,2.89,1.66,1.29,1.82,3.87,1.79,0.61,3.4,1.86,4.04,2.68,4.31,3.5,1.4,2.11,1.12,0.35,3.58,3.84,4.55,4.08,1.37,1.53,1,2.24,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,3.01,3.22,4.14,2.77,1.93,1.43,5.61,0.7,1.01,2.55,2.94,1.45,1.41,3.42,1.66,1.83,1.35,0.25,2.19,1.79,0.91,3.94,1.49,4.77,1.85,4.39,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.29,2.69,4.59,2.99,1.38,2.55,2.7,1.83,2.43,3.72,5.97,2.1,1.66,2.61,1.97,4.23,1.38,2.49,2.44,0.53,0.18,1.24,3.27,2.54,2.13,0.96,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.04,1.61,3.86,6.06,2.39,3.6,4.11,3.1,1.82,2.62,0.72,0.61,3.48,0.53,2.44,2.83,1.82,0.63,2.64,1.47,2.92,3.19,1.78,1.34,2.32,3.11,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.34,5.2,2.12,3.87,5.72,2.61,5.49,3.53,4.05,0.67,4.19,1.53,7.35,4.21,3.51,2.11,3.76,4.3,4.29,4.62,1.4,1.67,0.68,0.47,1.21,2.87,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,6.23,6.34,10.75,7.96,0.4,6.96,6.79,2.06,2.48,2.45,1.79,3.51,3.53,3.86,3.79,7.25,4.34,2.93,4.32,3.93,3.46,7.37,3.47,1.67,4.45,4.22,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,7.66,3.46,3.32,4.8,3.57,2.14,4.06,5.63,1.82,7.35,3.92,4.12,1.15,2.19,1.4,2.73,3.8,1.94,2.35,1.22,8.63,5.53,2.26,3.67,1.37,4.78,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,4.15,5.22,5.81,1.49,5.31,3.2,8.28,4,1.17,4.97,5.52,2.76,1.73,3.5,1.74,7.07,2.45,6.29,4.95,4.57,4.53,1.78,6.99,3.49,5.98,2.69,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
