"MARPLE AQUEDUCT",,,,,,,,,,,,
Grid ref,SJ955900,Long,-2.069155,Lat,53.406797,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.06,1.65,2.41,2.37,3.28,2.21,3.62,1.24,2.38,,,
February,2.80,1.40,0.88,2.39,2.98,1.88,3.08,1.94,3.14,,,
March,0.94,2.41,1.86,3.86,1.89,4.05,2.65,2.70,2.89,,,
April,2.58,2.12,2.04,1.58,2.06,2.49,2.36,1.55,2.20,,,
May,1.58,0.64,3.28,2.48,3.15,0.94,2.89,3.80,2.53,,,
June,3.93,1.31,1.20,0.98,1.11,2.49,1.52,4.96,2.21,,,
July,2.62,2.54,1.47,2.69,1.25,1.74,2.13,3.54,4.80,,,
August,4.42,1.67,3.06,2.34,4.25,3.99,2.53,3.91,3.49,,,
September,1.09,0.74,0.76,4.12,1.22,2.18,1.30,0.53,4.05,,,
October,3.52,2.98,3.70,7.24,1.13,2.75,5.22,3.19,0.89,,,
November,2.01,4.06,1.27,2.93,2.54,2.89,2.33,2.84,2.81,,,
December,3.96,4.73,2.26,1.24,2.42,0.62,3.32,2.69,2.72,,,
Total,33.51,26.25,24.19,34.22,27.28,28.23,32.95,32.89,34.11,,,
Calc annual,33.51,26.25,24.19,34.22,27.28,28.23,32.95,32.89,34.11,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
