"EXTWISTLE MOOR TOP (BURNLEY W.W.)",,,,,,,,,,,,
Grid ref,SD907335,Long,-2.142671,Lat,53.797721,,,,,,,
Station no,2968/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.52,6.31,1.93,4.86,2.75,5.87,4.88,6.29,3.86,6.10,,
February,4.57,1.96,2.46,3.72,3.13,1.96,5.12,9.30,0.82,5.28,,
March,5.74,2.36,2.35,3.96,2.91,2.12,4.83,2.34,2.17,1.74,,
April,3.14,3.47,3.79,0.93,2.70,3.77,0.33,1.55,4.00,3.40,,
May,2.80,2.16,2.90,4.31,4.54,2.24,1.67,5.53,1.99,2.24,,
June,1.75,3.33,3.21,3.39,3.51,2.90,2.20,5.47,3.81,1.23,,
July,5.48,2.99,6.46,6.18,1.03,5.85,6.27,4.03,3.44,7.66,,
August,4.89,6.31,7.13,8.33,1.27,12.60,7.00,5.16,0.86,7.15,,
September,2.87,4.97,5.48,6.11,3.84,5.15,7.07,5.41,0.27,3.32,,
October,1.41,5.75,2.49,8.73,3.69,2.81,6.34,4.64,5.96,6.26,,
November,9.51,2.87,6.35,8.80,3.81,2.23,2.94,1.87,6.41,8.16,,
December,10.34,4.84,2.25,8.51,6.38,6.86,6.63,5.91,8.86,6.34,,
Total,59.02,47.32,46.80,67.83,39.56,54.36,55.28,57.50,42.45,58.88,,
Calc annual,59.02,47.32,46.80,67.83,39.56,54.36,55.28,57.50,42.45,58.88,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
