"HALIFAX W. W. (GIBBET RES)",,,,,,,,,,,,
Grid ref,SE090259,Long,-1.865065,Lat,53.729421,,,,,,,
Station no,3249,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.50,4.45,,,,,,,,,,
February,3.31,1.12,,,,,,,,,,
March,3.57,1.95,,,,,,,,,,
April,2.12,2.47,,,,,,,,,,
May,4.03,2.51,,,,,,,,,,
June,1.68,,,,,,,,,,,
July,2.81,,,,,,,,,,,
August,6.14,,,,,,,,,,,
September,1.90,,,,,,,,,,,
October,1.30,,,,,,,,,,,
November,8.61,,,,,,,,,,,
December,6.39,,,,,,,,,,,
Total,45.36,,,,,,,,,,,
Calc annual,45.36,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
