THAMES DITTON THE HOLLIES GIGGS HILL,,,,,,,,,,,,
Grid ref,TQ160662,Long,-0.334487,Lat,51.383004,,,,,,,
Station no,RR8233,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.91,1.08,0.76,,,,,,,,,
February,3.67,1.22,0.82,,,,,,,,,
March,1.05,2.22,1.65,,,,,,,,,
April,0.97,2.01,0.71,,,,,,,,,
May,0.95,0.43,2.60,,,,,,,,,
June,2.65,1.49,3.71,,,,,,,,,
July,1.36,1.77,1.36,,,,,,,,,
August,2.86,1.90,2.74,,,,,,,,,
September,0.84,1.35,,,,,,,,,,
October,1.74,1.69,,,,,,,,,,
November,1.83,0.51,,,,,,,,,,
December,2.16,3.12,,,,,,,,,,
Total,22.99,18.79,,,,,,,,,,
Calc annual,22.99,18.79,14.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
