MENHENIOT-COLDRENICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX299614,Long,-4.396206,Lat,50.427755,Elevation,301,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.32,3.8,1.37,8.1,8.52,4.15,3.1,4.46,7.77,3.22,,,,,,,,,,4.82,3.08,2.39,5.35,8,8.57,5.24,7.09,3.45,7.04,6.44,7.26,6.49,9.77,3.57,8.83,4.42,6.2,3.19,4.67,1.01,7.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.84,5.03,2.47,5.4,8.1,1.44,2.9,2.8,8.72,1.61,,,,,,,,,,10.22,7.17,1.81,3.85,7.46,1.24,0.47,4.64,10.32,1.77,6.58,3.75,3.88,4.7,3.21,3.06,4.54,0.04,4.7,0.23,4.61,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,5.35,5.32,1.59,1.22,1.86,3.59,3.27,6.67,2.55,6.84,,,,,,,,,,1.11,3.81,4.48,1.98,5.61,4.8,3.79,4.02,3.11,3.21,0.83,0.9,5.83,6.75,0.65,3.55,3.01,2.61,5.13,4.44,1.23,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.59,5.96,2.18,4.7,2.2,4.62,2.77,1.83,2.32,3.49,,,,,,,,,,1.64,1.41,2.14,1.68,2.97,5.6,0.54,4.85,4.29,4.86,3.62,2.55,2.84,2.29,0.81,3.19,2.92,3.66,3.74,3.45,5.88,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.03,1.48,5.22,2.67,2.7,2.05,2.13,4.48,3.95,1.35,,,,,,,,,,3.5,2.38,2.87,0.97,2.09,2.38,3.05,2.09,2.39,5.06,6.15,2.27,0.8,1.59,4.18,3.35,4.43,5.28,2.14,1.86,1.49,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.03,2.83,2.29,1.5,5.4,1.89,3.23,1.74,2.32,3.78,,,,,,,,,,1.86,2.61,3.97,1.06,1,2.57,0.08,1.3,0.44,2.79,0.05,3.58,3.7,2.6,2.57,1.33,3.57,3.42,2.71,1.98,3.49,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,3.36,1.21,0.46,2,0.77,2.61,4.08,4.38,7.12,0.62,,,,,,,,,,5.39,1.84,2.38,4.48,0.96,5.76,1.24,5.27,1.53,7.01,3.03,1.59,5.62,2.25,2.97,3.51,5.9,3.59,2.97,0.61,0.56,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,2.62,5.9,3.85,0.79,3.4,3.14,2.85,6.61,4.8,5.54,,,,,,,,,,1.81,4.98,6.06,2.13,4.11,1.64,3.95,4.33,3.46,4.46,5.89,2.2,4.95,2.26,3.78,6.76,6.05,1.73,3.61,5.04,3.33,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,7.59,4.71,2.03,2.9,1.63,5.05,3.79,4.8,2.96,1.69,,,,,,,,,,1.4,3.22,2.48,7.21,2.37,4.27,1.35,4.29,4.46,5.9,5.46,0.64,7.87,1.99,0.45,7.2,2.38,5.42,2.66,4.57,5.58,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,4.53,1.9,8.07,4.48,3.25,4.87,3.95,12.65,3.85,1.32,,,,,,,,,,5.73,9.6,6.05,4.68,1.73,6.1,1.89,2.18,7.21,9.4,5.53,3.09,3.63,8.39,8.69,5.93,1.18,8.05,5.18,3.23,6.9,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
