"SHIPLEY CRAG END",,,,,,,,,,,,
Grid ref,SE152365,Long,-1.770573,Lat,53.824551,,,,,,,
Station no,RR3018,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.20,2.16,1.77,2.33,2.52,0.98,4.16,1.47,1.80,1.77,,
February,5.17,1.01,1.34,2.81,4.16,1.24,2.07,1.94,2.02,0.86,,
March,0.91,2.75,1.20,4.08,2.41,2.70,2.43,2.27,3.50,3.30,,
April,1.10,2.42,1.69,1.00,1.96,1.72,0.61,1.41,1.79,3.18,,
May,0.97,1.19,2.18,3.36,2.36,1.10,2.41,2.54,2.45,2.15,,
June,2.47,0.67,1.65,1.16,1.70,2.13,1.87,4.10,1.21,3.04,,
July,4.17,1.87,2.12,3.58,2.14,1.29,1.51,2.71,3.04,2.49,,
August,4.74,1.27,3.16,2.76,3.87,4.33,2.80,2.07,1.73,3.21,,
September,0.64,1.15,1.25,4.25,0.33,1.44,0.48,0.70,3.36,2.56,,
October,3.27,1.69,3.04,8.87,0.85,2.43,5.05,4.70,1.87,2.55,,
November,3.24,4.22,1.95,1.69,2.06,4.10,3.20,3.10,1.95,0.55,,
December,3.33,5.29,3.34,1.79,1.91,0.66,2.59,3.04,1.94,4.31,,
Total,34.21,25.69,24.69,37.68,26.27,24.12,29.18,30.05,26.66,29.97,,
Calc annual,34.21,25.69,24.69,37.68,26.27,24.12,29.18,30.05,26.66,29.97,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
