"ST NEOTS, WARESLEY PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1061,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.88,1.94,2.30,1.10,2.29,0.81,2.27,1.56,2.88,1.43,1.79,
February,0.31,0.47,1.45,2.42,0.69,1.81,2.42,2.87,0.97,0.68,0.60,
March,1.45,0.77,1.62,2.50,0.60,1.10,0.29,1.72,1.03,0.11,1.44,
April,3.14,1.07,3.16,1.08,2.51,1.28,2.92,1.87,0.94,1.65,1.92,
May,1.37,0.83,1.46,1.09,5.51,2.90,1.91,0.79,2.19,1.25,,
June,1.24,0.42,1.18,0.60,1.77,0.17,2.11,2.59,2.60,1.18,,
July,2.85,0.16,3.90,2.85,3.71,2.07,3.35,2.48,2.12,1.56,,
August,0.92,1.32,1.97,3.20,1.97,3.24,1.44,2.88,1.72,0.84,,
September,1.87,1.35,1.85,3.10,2.13,2.96,2.07,3.92,0.64,0.18,,
October,1.41,0.91,0.62,3.56,3.41,3.04,2.26,1.11,2.59,3.34,,
November,0.91,1.96,1.02,1.02,2.25,1.60,3.04,2.35,1.54,4.10,,
December,1.67,1.08,1.70,2.26,2.18,1.64,0.40,2.81,2.26,2.71,,
Total,19.02,12.28,22.23,24.78,29.02,22.62,24.48,26.95,21.48,19.03,,
Calc annual,19.02,12.28,22.23,24.78,29.02,22.62,24.48,26.95,21.48,19.03,5.75,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,
