"TOWNLEY HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR355,,,,,,,,,,,
,,,,,,,,,,,,
,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,,
January,4.19,4.50,4.24,3.05,6.28,,,,,,,
February,3.84,3.37,4.28,3.19,1.19,,,,,,,
March,1.52,1.43,0.50,4.01,4.14,,,,,,,
April,3.75,1.23,1.07,3.54,,,,,,,,
May,3.60,3.95,1.77,3.55,,,,,,,,
June,2.64,2.28,4.62,4.84,,,,,,,,
July,3.07,3.53,5.09,0.73,,,,,,,,
August,2.42,4.76,4.04,2.86,,,,,,,,
September,4.73,4.28,4.62,6.51,,,,,,,,
October,5.31,4.94,5.74,1.42,,,,,,,,
November,2.75,5.15,7.46,5.74,,,,,,,,
December,5.40,2.05,8.37,2.06,,,,,,,,
Total,43.22,41.47,51.80,41.50,,,,,,,,
Calc annual,43.22,41.47,51.80,41.50,11.61,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
