SIBFORD-GOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP350378,Long,-1.49117,Lat,52.037504,Elevation,600,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1030/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,,,,,1.04,3.25,2.19,1.49,,,,,,,,,3.48,2.75,3.47,1.49,4.07,1.53,2,1.91,2.08,0.68,3.21,3.91,2.52,5.58,2.62,3.15,2.92,4.21,1.93,1.86,1.86,1.75,4.98,1.15,0.42,2.78,1.81,1.16,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,,,,,2.88,4.25,3.09,2.3,,,,,,,,,1.76,2.88,1.92,0.44,0.52,2.32,0.27,4.13,0.49,2.62,2.28,3.74,0.81,1.32,2.8,2.63,1.01,1.55,1.16,1.97,1.96,1.91,1.14,1.46,5.02,3.41,0.71,1.54,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,,,,,3.33,3.03,3.61,2.39,,,,,,,,,0.64,2.23,2.26,0.05,1.73,0.21,1.71,2.2,2.3,0.6,1.89,3.12,0.15,1.89,2.11,2.62,1.91,0.97,0.28,0.9,0.8,5.65,0.93,1.61,1.08,3.88,2.67,0.75,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,,,,,0.84,1.02,1.01,1.37,,,,,,,,,3.12,1.58,1.08,1.15,2.76,3.82,2.46,1.22,2.02,4.15,1.97,2.88,0.08,2.72,2.49,1.28,0.92,0.62,2.21,1.06,1.51,2.42,2.12,1.75,1.84,2.88,1.84,1.91,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,,,,,1.33,2.38,2.15,2.75,,,,,,,,,3.06,0.99,0.66,1.82,2,3.63,6.26,1.16,0.84,1.83,0.75,3.28,2.07,1.01,2.18,2.06,3.67,3.29,0.97,1.86,2.98,1.47,4.5,1.95,2.84,3.21,2.52,1.29,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,,,,,3.96,1.64,2.07,1.57,,,,,,,,,1.79,3.63,2.55,1.58,1.37,2.02,0.36,1.55,0.98,3.13,2.03,1.14,0.77,2.03,0.68,2.14,0.37,1.98,2.54,2.27,3.11,1.09,2.32,0.5,1.36,0.88,1.55,2.07,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,,,,,2.49,1.62,1.61,2.61,,,,,,,,,2.55,2.75,2.1,1.63,3.73,4.99,2.05,1.16,1.47,0.47,4.35,2.52,2.23,4.22,2.17,3.78,2.34,0.48,2.44,1.58,1.72,2.56,0.97,0.59,3.36,0.8,0.27,2.5,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,,,,,1.56,2.83,1.51,5.32,,,,,,,,,1.15,3.7,1.85,1.02,2.38,3.78,2.77,0.47,1.65,1.16,0.65,0.93,1.72,2.36,0.14,4.19,3.24,1.59,1.81,1.93,4.15,0.39,4.15,0.61,2.56,4.4,3.06,2.75,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,,,,,1.36,0.65,1.06,1.7,,,,,,,,,1.14,5.77,0.75,0.57,3.51,2.09,2.5,1.67,1.87,4.24,4,1.57,2.87,0.93,0.73,0.39,1.44,1.66,2.83,1.53,3.95,1.67,2.67,3.8,2.61,2.24,0.8,2.04,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,,,,,1.98,2.08,3.89,3.45,,,,,,,,,1.8,1.75,4.48,3.79,1.45,0.7,4.11,1.81,1.34,3.7,1.32,3.32,2.56,4.56,3.69,2.13,2.69,2.11,3.86,2.9,0.66,0.34,3.28,5.78,0.92,0.85,4.22,3.12,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
