"CATRINE",,,,,,,,,,,,
Grid ref,NS535258,Long,-4.321062,Lat,55.503942,,,,,,,
Station no,5255,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.53,3.68,,,,,,,,,,
February,2.65,1.51,,,,,,,,,,
March,2.87,1.90,,,,,,,,,,
April,1.96,1.25,,,,,,,,,,
May,1.76,1.73,,,,,,,,,,
June,1.74,2.08,,,,,,,,,,
July,1.61,2.47,,,,,,,,,,
August,3.45,5.10,,,,,,,,,,
September,2.52,2.30,,,,,,,,,,
October,0.87,3.58,,,,,,,,,,
November,4.98,2.22,,,,,,,,,,
December,5.37,3.16,,,,,,,,,,
Total,33.31,30.98,,,,,,,,,,
Calc annual,33.31,30.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
