"WEST MOORS INGLEWOOD NURSERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,0.53,3.57,,,,,,
February,,,,,5.69,6.83,,,,,,
March,,,,,5.22,1.84,,,,,,
April,,,,,1.38,1.30,,,,,,
May,,,,,0.64,2.94,,,,,,
June,,,,,0.70,0.60,,,,,,
July,,,,,3.22,5.32,,,,,,
August,,,,,2.54,1.82,,,,,,
September,,,,,1.60,2.66,,,,,,
October,,,,,2.39,7.84,,,,,,
November,,,,,5.12,2.69,,,,,,
December,,,,,9.52,8.03,,,,,,
Total,,,,,38.55,45.44,,,,,,
Calc annual,0.00,0.00,0.00,0.00,38.55,45.44,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,,
