"VENTNOR (R.N. HOSPITAL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,592,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.42,1.41,-999.00,3.59,0.67,5.19,1.19,1.30,2.99,5.93,,
February,3.38,1.60,-999.00,0.75,3.79,4.25,5.43,1.41,1.19,3.02,,
March,1.71,1.90,-999.00,1.74,4.77,0.76,4.23,2.82,0.99,4.04,,
April,1.89,1.29,-999.00,1.76,1.29,1.41,0.73,1.66,2.24,1.83,,
May,1.28,0.99,-999.00,1.65,0.85,3.43,1.60,0.91,1.45,0.45,,
June,2.00,1.81,-999.00,0.39,0.30,1.19,1.70,0.63,1.18,0.74,,
July,2.81,0.49,-999.00,0.99,3.09,2.61,0.46,2.52,2.87,1.42,,
August,1.50,0.83,-999.00,1.30,1.99,0.88,1.82,3.84,1.90,2.59,,
September,0.21,1.14,-999.00,2.31,1.34,3.17,2.55,0.96,6.32,0.99,,
October,6.30,4.77,-999.00,2.87,3.47,3.33,5.16,4.40,1.73,1.21,,
November,4.78,6.35,-999.00,2.22,3.72,3.13,3.99,1.18,2.17,3.55,,
December,4.45,6.73,-999.00,2.14,9.42,7.96,5.00,1.26,3.13,5.04,,
Total,32.73,29.31,-999.00,21.71,34.70,37.31,33.86,22.89,28.16,30.81,,
Calc annual,32.73,29.31,0.00,21.71,34.70,37.31,33.86,22.89,28.16,30.81,,
Difference,-0.00,0.00,-999.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
