"HAMPTON W.W.",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,833,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.43,1.73,2.61,1.79,2.99,1.00,2.92,
February,,,,,0.58,3.39,2.03,3.71,1.46,0.35,0.61,
March,,,,,0.75,0.42,0.16,2.51,1.21,0.05,1.58,
April,,,,,3.44,1.78,2.54,1.55,1.25,0.87,1.37,
May,,,,,3.02,2.03,1.58,1.32,2.42,1.14,2.47,
June,,,,,2.82,0.04,3.58,2.66,2.08,0.81,0.90,
July,,,,,3.54,3.47,1.62,2.92,2.00,1.41,1.47,
August,,,,,2.28,2.53,0.95,3.01,2.45,1.85,2.26,
September,,,,,3.44,2.38,1.02,4.48,0.89,0.10,2.76,
October,,,,,3.35,2.68,1.96,1.23,3.83,2.64,0.96,
November,,,,,2.49,1.63,4.90,2.72,1.74,5.40,4.09,
December,,,,,2.83,2.62,0.26,3.76,2.23,4.42,1.88,
Total,,,,,30.97,24.70,23.21,31.66,24.55,20.04,23.27,
Calc annual,0.00,0.00,0.00,0.00,30.97,24.70,23.21,31.66,24.55,20.04,23.27,
Difference,NaN,NaN,NaN,NaN,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
