"SOPLEY, THE AVON VALLEY NURSERIES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.27,,,,,,,
February,,,,,0.39,,,,,,,
March,,,,,1.37,,,,,,,
April,,,,,2.89,,,,,,,
May,,,,,3.88,,,,,,,
June,,,,,1.44,,,,,,,
July,,,,0.60,4.30,,,,,,,
August,,,,2.24,2.10,,,,,,,
September,,,,1.73,,,,,,,,
October,,,,5.13,,,,,,,,
November,,,,1.73,,,,,,,,
December,,,,2.38,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,13.81,19.64,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
