"HARROGATE W.W. JOHN O'GAUNTS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3354,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.20,5.20,3.25,2.00,2.30,2.57,3.41,2.30,6.00,2.16,6.00,
February,2.40,0.27,3.10,4.85,0.94,5.00,3.09,1.45,3.25,0.65,1.33,
March,2.80,1.80,2.17,1.34,1.60,1.16,2.06,2.42,3.03,0.64,2.40,
April,4.90,1.10,3.25,2.60,1.81,3.40,1.05,2.42,0.91,1.35,3.02,
May,3.33,2.06,1.05,3.10,3.89,5.20,2.40,1.20,2.20,1.53,1.48,
June,3.10,0.08,1.50,0.96,2.95,0.07,3.86,3.50,6.00,1.08,2.25,
July,6.05,1.86,4.61,3.54,4.95,0.96,2.40,4.80,0.85,3.18,4.56,
August,1.30,3.82,5.50,4.35,3.24,3.00,3.70,7.62,3.60,2.40,3.62,
September,1.00,1.15,3.73,3.45,3.60,2.18,1.18,3.89,1.07,0.56,3.85,
October,3.10,1.95,1.15,3.85,3.53,3.50,3.24,3.56,5.41,3.49,3.00,
November,1.59,2.70,1.20,3.65,2.76,2.25,5.55,3.27,7.35,3.95,4.56,
December,3.50,4.30,3.37,3.80,3.26,4.16,1.20,3.98,2.20,7.30,2.86,
Total,37.27,26.29,33.88,37.49,34.83,33.45,33.14,40.41,41.87,28.29,38.93,
Calc annual,37.27,26.29,33.88,37.49,34.83,33.45,33.14,40.41,41.87,28.29,38.93,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,
