"HAMPSTEAD GOLDERS HILL PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,44,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,1.29,3.16,2.00,3.87,1.16,2.46,
February,,,,,,3.03,3.18,3.60,1.73,0.54,0.90,
March,,,,,,0.69,0.39,2.75,1.78,0.04,1.75,
April,,,,,,1.94,3.34,2.43,1.36,1.35,1.93,
May,,,,,,2.15,2.56,1.35,2.40,1.68,2.63,
June,,,,,,0.12,3.75,2.89,3.12,1.77,1.46,
July,,,,,,3.80,2.53,4.15,2.34,3.20,1.66,
August,,,,,,2.15,1.39,4.27,2.47,1.94,2.67,
September,,,,,,2.48,1.27,4.92,0.85,0.38,3.13,
October,,,,,4.27,3.17,2.43,1.74,4.86,3.04,1.42,
November,,,,,2.62,1.86,5.54,2.93,2.61,5.82,4.25,
December,,,,,3.36,2.67,0.54,3.19,2.59,4.70,2.21,
Total,,,,,,25.35,30.08,36.22,29.98,25.62,26.47,
Calc annual,0.00,0.00,0.00,0.00,10.25,25.35,30.08,36.22,29.98,25.62,26.47,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,
