"CREWE ISOLATION HOSPITAL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2766,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.51,3.94,2.22,2.44,2.19,1.58,2.56,5.60,1.53,3.74,
February,,0.28,2.55,4.33,0.98,3.78,2.53,1.42,2.00,0.76,0.18,
March,,1.39,1.92,1.61,0.80,0.85,0.63,3.17,1.28,0.61,2.51,
April,,1.14,2.09,2.47,1.96,1.45,1.10,2.39,0.98,0.74,2.89,
May,,1.14,0.83,3.39,4.40,4.31,3.67,1.45,0.35,1.77,1.96,
June,,0.42,1.11,0.98,2.00,0.00,1.71,4.27,4.23,1.67,1.14,
July,,0.45,3.50,2.11,4.57,2.32,4.35,2.43,1.76,1.47,6.17,
August,,4.54,3.75,3.16,3.71,3.02,3.36,3.87,2.55,3.11,2.56,
September,,0.89,2.95,3.52,4.68,2.94,2.80,3.48,0.87,1.74,2.59,
October,,2.61,0.46,3.84,3.35,3.33,2.99,2.19,3.67,4.19,4.20,
November,,1.74,1.14,1.38,1.20,1.86,5.29,2.47,4.01,5.49,2.60,
December,,2.50,4.51,4.04,3.25,2.41,0.77,0.99,2.15,3.69,2.66,
Total,,19.61,28.75,33.05,33.34,28.46,30.78,30.69,29.45,26.77,33.20,
Calc annual,0.00,19.61,28.75,33.05,33.34,28.46,30.78,30.69,29.45,26.77,33.20,
Difference,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
