"PLADDA (ARRAN) LIGHTHOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5385,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.10,7.59,4.19,4.93,6.67,3.74,4.41,4.85,5.13,1.44,3.55,
February,4.30,1.71,4.67,4.67,1.04,4.09,4.53,1.57,2.40,1.22,0.29,
March,3.80,5.40,1.47,1.81,1.94,2.88,3.20,2.37,2.32,0.90,2.20,
April,2.24,1.22,3.93,3.61,3.67,3.25,1.71,1.94,1.10,0.72,1.10,
May,6.68,3.06,3.72,2.55,3.54,6.58,1.80,0.71,1.30,1.74,0.30,
June,2.92,1.06,3.65,1.93,2.84,0.47,1.63,3.18,2.71,2.49,1.72,
July,4.05,4.30,2.74,3.74,4.02,1.60,2.30,2.36,1.51,1.58,1.03,
August,5.08,6.49,3.36,5.77,4.00,2.65,4.14,3.68,2.61,5.09,5.56,
September,2.95,2.73,2.36,6.11,4.73,3.25,3.76,3.37,2.28,1.05,5.70,
October,2.90,4.43,2.36,5.20,2.75,4.11,3.97,2.34,3.77,3.10,3.05,
November,3.70,3.68,3.90,6.11,3.33,1.55,4.19,3.77,4.83,3.12,2.94,
December,5.22,7.05,3.85,6.59,4.32,4.54,2.42,0.84,2.69,4.45,2.61,
Total,48.94,48.72,40.20,53.02,42.85,38.71,38.06,30.98,32.65,26.90,30.05,
Calc annual,48.94,48.72,40.20,53.02,42.85,38.71,38.06,30.98,32.65,26.90,30.05,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
