"ELSECAR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.08,2.00,3.04,,,,,,,,,
February,2.01,0.26,2.26,,,,,,,,,
March,1.86,0.85,1.69,,,,,,,,,
April,3.48,0.81,4.08,,,,,,,,,
May,2.35,1.10,0.87,,,,,,,,,
June,2.08,0.12,0.62,,,,,,,,,
July,4.75,0.29,2.76,,,,,,,,,
August,0.93,3.78,5.79,,,,,,,,,
September,1.11,0.55,2.38,,,,,,,,,
October,1.88,1.44,0.85,,,,,,,,,
November,0.94,1.65,0.79,,,,,,,,,
December,2.41,2.53,3.43,,,,,,,,,
Total,26.88,15.38,28.56,,,,,,,,,
Calc annual,26.88,15.38,28.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
