"HELENSBURGH, FERNIEGAIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5319,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.47,10.02,6.85,6.68,6.32,5.75,7.03,6.98,12.74,2.49,7.07,
February,8.30,1.94,5.43,6.33,1.59,4.41,7.03,4.78,5.82,2.82,0.33,
March,5.20,6.88,2.68,2.40,1.65,3.06,5.23,5.03,5.21,1.73,3.19,
April,2.25,1.48,3.50,4.82,2.77,6.40,2.48,3.62,2.61,1.47,2.15,
May,6.11,3.51,5.23,2.30,5.01,7.39,3.44,3.37,2.03,3.59,2.55,
June,2.45,0.71,2.69,1.41,3.35,1.22,3.92,5.53,6.24,3.47,3.76,
July,4.14,5.65,4.61,4.02,5.18,2.31,2.91,4.68,4.15,4.94,3.18,
August,6.26,7.80,2.75,7.63,4.25,4.35,4.85,5.93,4.72,6.73,6.34,
September,3.89,3.09,2.99,8.47,5.99,4.38,3.91,8.05,4.89,1.78,4.46,
October,3.27,5.17,2.69,7.76,4.30,4.64,7.60,7.50,8.48,7.40,8.05,
November,6.23,4.88,4.73,5.18,4.90,1.10,7.49,6.15,9.25,7.51,6.81,
December,4.61,10.80,5.06,5.26,7.99,4.50,3.61,2.16,6.08,13.12,5.13,
Total,61.18,61.93,49.21,62.26,53.30,49.51,59.50,63.78,72.22,57.05,53.02,
Calc annual,61.18,61.93,49.21,62.26,53.30,49.51,59.50,63.78,72.22,57.05,53.02,
Difference,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,
