"NEWCASTLETON FOREST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5059,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,5.60,4.65,12.67,1.87,8.88,
February,,,,,,,6.30,3.11,5.97,1.22,0.75,
March,,,,,,,2.42,3.85,5.91,0.91,4.03,
April,,,,,,,4.00,3.49,1.60,1.88,2.18,
May,,,,,,,2.08,2.60,2.88,2.82,1.68,
June,,,,,,,3.39,4.60,8.39,1.44,4.68,
July,,,,,,,6.37,5.38,6.59,4.94,7.67,
August,,,,,,,4.94,6.97,8.19,9.49,7.89,
September,,,,,,,6.43,7.74,3.25,1.48,4.37,
October,,,,,,,4.60,5.68,6.34,5.53,6.97,
November,,,,,,,6.84,6.50,7.76,9.19,5.85,
December,,,,,,,1.78,2.11,5.12,9.78,5.11,
Total,,,,,,,54.75,56.68,74.67,50.55,60.06,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,54.75,56.68,74.67,50.55,60.06,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,-0.00,0.00,
