"CARRICKFERGUS COPELAND",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6224,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.44,4.65,2.28,2.95,4.13,2.22,3.95,3.10,6.22,2.26,3.95,
February,1.86,0.57,3.35,5.58,0.83,2.75,3.66,1.93,3.48,3.28,0.44,
March,2.41,2.41,1.37,1.33,1.43,0.99,0.81,2.00,4.36,0.67,1.61,
April,2.17,0.83,3.10,3.16,2.72,3.18,2.29,1.46,1.81,1.45,1.68,
May,3.05,2.14,2.08,1.48,4.12,5.46,1.88,2.01,1.13,2.12,1.49,
June,3.67,0.28,1.69,0.67,2.80,0.69,2.17,4.38,5.39,2.87,2.20,
July,3.03,3.83,4.07,3.30,4.61,3.10,3.55,3.47,2.24,2.58,3.96,
August,3.00,3.61,3.60,5.98,4.34,1.48,3.59,1.62,4.18,5.95,5.77,
September,3.53,2.05,2.71,3.75,5.47,3.29,2.41,5.16,2.07,0.95,4.96,
October,6.41,3.63,1.24,3.07,1.78,3.06,4.40,3.76,6.98,3.93,5.31,
November,2.93,3.94,1.22,2.32,3.29,1.55,4.57,4.71,7.51,4.85,4.09,
December,4.65,2.80,2.42,4.27,3.47,3.73,1.46,2.61,4.00,7.51,3.59,
Total,41.15,30.74,29.13,37.86,38.99,31.50,34.74,36.21,49.37,38.42,39.05,
Calc annual,41.15,30.74,29.13,37.86,38.99,31.50,34.74,36.21,49.37,38.42,39.05,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
