"GLENDONNE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,2.92,10.58,6.09,,,
February,,,,,,,3.35,5.93,2.73,,,
March,,,,,,,8.30,2.65,1.86,,,
April,,,,,,,1.58,2.90,1.69,,,
May,,,,,,,0.95,,2.23,,,
June,,,,,,,3.70,,3.05,,,
July,,,,,,,2.88,3.75,0.64,,,
August,,,,,,,4.68,4.98,2.12,,,
September,,,,,,,3.35,1.92,5.29,,,
October,,,,,,5.30,7.92,6.90,7.13,,,
November,,,,,,,2.82,8.92,2.80,,,
December,,,,,,2.45,6.42,8.73,1.82,,,
Total,,,,,,,48.87,,37.45,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,7.75,48.87,57.26,37.45,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,0.00,NaN,,
