"KINGSBRIDGE BURTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,2.37,3.41,7.38,,,,,,,,,
February,2.25,2.22,4.50,,,,,,,,,
March,2.96,1.16,3.02,,,,,,,,,
April,0.17,4.85,1.36,,,,,,,,,
May,1.24,0.57,1.62,,,,,,,,,
June,0.08,1.84,3.67,,,,,,,,,
July,1.51,4.12,3.12,,,,,,,,,
August,1.14,1.71,1.38,,,,,,,,,
September,1.16,7.82,2.75,,,,,,,,,
October,3.50,3.96,5.24,,,,,,,,,
November,1.79,1.26,4.46,,,,,,,,,
December,2.77,2.44,5.73,,,,,,,,,
Total,20.94,35.36,44.23,,,,,,,,,
Calc annual,20.94,35.36,44.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
