"WHITBECK SKIDDAW",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,-,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,6.00,1.25,,,,,,
February,,,,,3.12,1.00,,,,,,
March,,,,,6.12,1.37,,,,,,
April,,,,,1.88,,,,,,,
May,,,,,2.38,,,,,,,
June,,,,,3.13,,,,,,,
July,,,,,0.88,,,,,,,
August,,,,,3.12,,,,,,,
September,,,,,9.00,,,,,,,
October,,,,,7.12,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,50.25,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,42.75,3.62,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,7.50,NaN,NaN,NaN,NaN,NaN,,
