"CROPWELL BISHOP THE GROVE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR486,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,2.11,1.29,2.08,2.00,3.43,1.72,1.25,,
February,,,,0.95,1.48,1.16,2.33,1.91,1.29,2.52,,
March,,,,1.68,0.85,0.58,2.91,1.69,0.48,0.79,,
April,,,,0.79,1.13,0.85,2.45,3.31,1.23,2.89,,
May,,,,2.51,1.15,1.63,0.49,2.40,3.53,2.57,,
June,,,3.68,1.48,1.02,2.82,2.14,1.74,2.16,3.53,,
July,,,5.63,3.04,0.96,5.68,1.24,2.48,1.26,3.30,,
August,,,2.74,2.96,2.07,2.86,1.49,2.65,6.46,3.94,,
September,,,3.27,1.99,2.31,2.81,3.98,2.05,1.47,3.32,,
October,,,3.35,2.21,1.79,4.34,2.03,1.45,2.99,1.01,,
November,,,3.26,2.36,1.97,3.60,3.50,2.20,2.71,1.16,,
December,,,2.41,0.27,1.60,0.75,5.29,1.69,1.88,1.30,,
Total,,,,22.35,17.62,29.16,29.85,27.00,27.18,27.58,,
Calc annual,0.00,0.00,24.34,22.35,17.62,29.16,29.85,27.00,27.18,27.58,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
